metric,label,value,n,category_name,run_name,model
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.5,10,surfboard,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.3,10,surfboard,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,1.0,10,surfboard,large200_bboxsolid_llava_7b,llava:7b
original_yes_rate,Original YES Rate,0.5,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
crop_yes_rate,Crop YES Rate,0.8,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
masked_yes_rate,Masked YES Rate,0.0,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
ghost_object_rate,Ghost Object Rate,0.0,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
context_persistence_index,Context Persistence Index,0.0,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.4,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.1,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,0.0,10,tennis racket,large200_bboxsolid_llava_7b,llava:7b
original_yes_rate,Original YES Rate,0.6,10,tie,large200_bboxsolid_llava_7b,llava:7b
crop_yes_rate,Crop YES Rate,1.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
masked_yes_rate,Masked YES Rate,0.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
ghost_object_rate,Ghost Object Rate,0.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
context_persistence_index,Context Persistence Index,0.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.6,10,tie,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,0.0,10,tie,large200_bboxsolid_llava_7b,llava:7b
original_yes_rate,Original YES Rate,0.5,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
crop_yes_rate,Crop YES Rate,0.7,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
masked_yes_rate,Masked YES Rate,0.3,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
ghost_object_rate,Ghost Object Rate,0.6,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
context_persistence_index,Context Persistence Index,0.6,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.2,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.3,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,1.0,10,umbrella,large200_bboxsolid_llava_7b,llava:7b
original_yes_rate,Original YES Rate,0.6,10,vase,large200_bboxsolid_llava_7b,llava:7b
crop_yes_rate,Crop YES Rate,0.6,10,vase,large200_bboxsolid_llava_7b,llava:7b
masked_yes_rate,Masked YES Rate,0.4,10,vase,large200_bboxsolid_llava_7b,llava:7b
ghost_object_rate,Ghost Object Rate,0.6666666666666666,10,vase,large200_bboxsolid_llava_7b,llava:7b
context_persistence_index,Context Persistence Index,0.6666666666666667,10,vase,large200_bboxsolid_llava_7b,llava:7b
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.2,10,vase,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.4,10,vase,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,1.0,10,vase,large200_bboxsolid_llava_7b,llava:7b
original_yes_rate,Original YES Rate,0.3,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
crop_yes_rate,Crop YES Rate,0.8,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
masked_yes_rate,Masked YES Rate,0.1,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
ghost_object_rate,Ghost Object Rate,0.3333333333333333,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
context_persistence_index,Context Persistence Index,0.3333333333333333,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
guard_acceptance_rate,GHOST-Guard Acceptance Rate,0.2,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
guard_abstention_rate,GHOST-Guard Abstention Rate,0.1,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
prevented_ghost_claim_rate,Prevented Ghost Claim Rate,1.0,10,wine glass,large200_bboxsolid_llava_7b,llava:7b
